일자,시간,주차장명,주차공간,도로주소,지번주소
2023-04-09,21:30:00,일승 주차장(민영),전체주차면 : 40면 기본정보,광진구 아차산로 230,광진구 자양동 7-6
2023-04-09,21:30:00,자양4동 공영주차장(구),전체주차면 : 83면 | 주차가능면 : 2면,,광진구 자양동 5-5
2023-04-09,21:30:00,자양유수지 공영주차장(구),전체주차면 : 281면 | 주차가능면 : 37면,광진구 뚝섬로52길 74,광진구 자양동 594-0
2023-04-09,21:30:00,자양전통시장 공영주차장(구),전체주차면 : 24면 기본정보,광진구 자양로13길 59,광진구 자양동 631-18
2023-04-09,21:30:00,자양주차장(민영),전체주차면 : 29면 기본정보,광진구 아차산로46길 13,광진구 자양동 218-13
2023-04-09,21:30:00,자양한강도서관,전체주차면 : 28면 기본정보,광진구 뚝섬로52길 58,광진구 자양동 594-0 
2023-04-09,21:30:00,재성빌딩 주차장,전체주차면 : 40면 기본정보,광진구 아차산로 192,광진구 자양동 17-5 
2023-04-09,21:30:00,재영주차장(민영),전체주차면 : 15면 기본정보,,광진구 화양동 111-62
2023-04-09,21:30:00,제일빌딩 주차장,전체주차면 : 20면 기본정보,광진구 아차산로 390,광진구 자양동 216-2
2023-04-09,21:30:00,중곡3동 마을공원 주차장(구),전체주차면 : 162면 | 주차가능면 : 37면,광진구 용마산로33길 25,광진구 중곡동 195-1
2023-04-09,21:30:00,중곡문화체육센터,전체주차면 : 58면 기본정보,광진구 능동로 433,광진구 중곡동 168-8 
2023-04-09,21:30:00,중곡복개천 공영주차장(B)(구),전체주차면 : 35면 기본정보,,광진구 중곡동 277-20
2023-04-09,21:30:00,중곡복개천 공영주차장(구),전체주차면 : 41면 기본정보,,광진구 중곡동 150-196
2023-04-09,21:30:00,중곡시장주차장(구),전체주차면 : 19면 기본정보,광진구 긴고랑로11길 18-6,광진구 중곡동 221-6
2023-04-09,21:30:00,중마주차장(민영),전체주차면 : 20면 기본정보,,광진구 중곡동 235-5
2023-04-09,21:30:00,청화유료주차장,전체주차면 : 102면 기본정보,광진구 아차산로 191,광진구 화양동 49-9 
2023-04-09,21:30:00,청화주차장(민영),전체주차면 : 20면 기본정보,,광진구 화양동 49-21
2023-04-09,21:30:00,커먼그라운드 주차장,전체주차면 : 20면 기본정보,광진구 아차산로 200,광진구 자양동 17-1 
2023-04-09,21:30:00,터미널유료주차장(민영),전체주차면 : 38면 기본정보,,광진구 구의동 546-10
2023-04-09,21:30:00,파크 주차장(민영),전체주차면 : 22면 기본정보,광진구 긴고랑로8길 90,광진구 중곡동 626-11
2023-04-09,21:30:00,편안한요양병원[광진자양점],전체주차면 : 65면 | 주차가능면 : 42면,광진구 자양로 38,광진구 자양동 685-0 
2023-04-09,21:30:00,학산코스모스텔,전체주차면 : 61면 기본정보,광진구 아차산로78길 72,광진구 광장동 110-0 
2023-04-09,21:30:00,한림타워 주차장,전체주차면 : 215면 기본정보,광진구 아차산로 229,광진구 화양동 7-3 
2023-04-09,21:30:00,한승빌딩 주차장,전체주차면 : 31면 기본정보,광진구 아차산로 378,광진구 자양동 216-10
2023-04-09,21:30:00,행복(민영),전체주차면 : 16면 기본정보,광진구 천호대로 620-1,광진구 능동 247-3
2023-04-09,21:30:00,현대주차장(민영),전체주차면 : 18면 기본정보,광진구 능동로44길 90,광진구 자양동 680-29
2023-04-09,21:30:00,화양동 공영(구),전체주차면 : 44면 기본정보,광진구 군자로 22,광진구 화양동 63-2
2023-04-11,15:00:00,AJ파크 커먼그라운드 주차장,전체주차면 : 27면 기본정보,,광진구 자양동 17-9 
2023-04-11,15:00:00,강변 테크노마트,전체주차면 : 2184면 기본정보,광진구 광나루로56길 85,광진구 구의동 546-4 
2023-04-11,15:00:00,건국대학교 동문회관 주차장,전체주차면 : 51면 기본정보,광진구 아차산로36길 5,광진구 자양동 227-336
2023-04-11,15:00:00,건국대학교병원 주차장,전체주차면 : 659면 | 주차가능면 : 151면,광진구 능동로 120-1,광진구 화양동 4-12 
2023-04-11,15:00:00,건국대학교사범대학부속중학교 주차장,전체주차면 : 100면 | 주차가능면 : 10면,광진구 능동로 120,광진구 화양동 528-0 
2023-04-11,15:00:00,경동 주차장(민영),전체주차면 : 140면 기본정보,광진구 면목로 126,광진구 중곡동 230-12
2023-04-11,15:00:00,공유) 광장동 IoT 공유주차장(구),전체주차면 : 39면 | 주차가능면 : 35면,광진구 아차산로 635,광진구 광장동 145-8 
2023-04-11,15:00:00,공유) 능동 IoT 공유주차장(구),전체주차면 : 11면 | 주차가능면 : 11면,광진구 능동로24길 13,광진구 능동 315-12 
2023-04-11,15:00:00,공유) 능동로24길 IoT 공유주차장(구),전체주차면 : 17면 기본정보,광진구 능동로24길 29,광진구 능동 18-60
2023-04-11,15:00:00,광성빌딩 주차장,전체주차면 : 43면 기본정보,광진구 뚝섬로 742,광진구 구의동 596-5
2023-04-11,15:00:00,광진광장 공영주차장(구),전체주차면 : 33면 기본정보,광진구 광나루로 389,광진구 군자동 374-9
2023-04-11,15:00:00,광진구민체육센타 및 광진청소년수련관,전체주차면 : 88면 기본정보,광진구 구천면로 14,광진구 광장동 313-3 
2023-04-11,15:00:00,광진구청,전체주차면 : 60면 기본정보,광진구 자양로 117,광진구 자양동 777-0 
2023-04-11,15:00:00,광진문화예술회관 및 구의회청사 주차장,전체주차면 : 140면 기본정보,광진구 능동로 76,광진구 자양동 227-344 
2023-04-11,15:00:00,광진유료주차장(민영),전체주차면 : 35면 기본정보,광진구 아차산로 411,광진구 구의동 243-4
2023-04-11,15:00:00,광진초등학교,전체주차면 : 53면 기본정보,광진구 자양로40길 41,광진구 구의동 60-44 
2023-04-11,15:00:00,구의1동 공영주차장(구),전체주차면 : 172면 기본정보,광진구 자양로18길 78,광진구 구의동 243-78
2023-04-11,15:00:00,구의2동 주택가 공영주차장(구),전체주차면 : 90면 기본정보,,광진구 구의동 30-10
2023-04-11,15:00:00,구의3동 공영주차장(구),전체주차면 : 159면 기본정보,광진구 광나루로52길 83,광진구 구의동 219-15
2023-04-11,15:00:00,구의웰츠타워 주차장,전체주차면 : 274면 기본정보,광진구 자양로 116,광진구 구의동 252-16
2023-04-11,15:00:00,구의주차장(민영),전체주차면 : 34면 기본정보,광진구 자양로 120,광진구 구의동 252-109
2023-04-11,15:00:00,국립정신건강센터,전체주차면 : 481면 기본정보,광진구 능동로 398,광진구 중곡동 30-1 
2023-04-11,15:00:00,그랜드파크 오피스텔,전체주차면 : 74면 기본정보,광진구 천호대로 666,광진구 구의동 76-1 
2023-04-11,15:00:00,글로벌시티오피스텔 주차장,전체주차면 : 45면 기본정보,광진구 아차산로 205,광진구 화양동 49-12
2023-04-11,15:00:00,능동공영주차장(구),전체주차면 : 77면 기본정보,광진구 천호대로112길 56,광진구 능동 205-0
2023-04-11,15:00:00,대승주차장011-259-7583(민영),전체주차면 : 60면 기본정보,광진구 자양로2길 2,광진구 자양동 690-33
2023-04-11,15:00:00,도광빌딩 주차장,전체주차면 : 45면 기본정보,광진구 자양로 95,광진구 자양동 219-2
2023-04-11,15:00:00,동서울 노외주차장(구),전체주차면 : 25면 기본정보,,광진구 구의동 598-1
2023-04-11,15:00:00,동서울 호텔길(B) 공영주차장(구),전체주차면 : 27면 기본정보,,광진구 구의동 599-4 
2023-04-11,15:00:00,동서울호텔길 노상공영주차장(구),전체주차면 : 26면 기본정보,광진구 뚝섬로43길 14,광진구 자양동 609-1
2023-04-11,15:00:00,동원주차장(민영),전체주차면 : 40면 기본정보,,광진구 군자동 61-0
2023-04-11,15:00:00,동일민영주차장(민영),전체주차면 : 21면 기본정보,,광진구 군자동 362-1
2023-04-11,15:00:00,뚝섬1주차장[윈드서핑장 앞],전체주차면 : 67면 | 주차가능면 : 36면,,광진구 자양동 409-0 
2023-04-11,15:00:00,뚝섬2주차장[안내센터 앞],전체주차면 : 356면 | 주차가능면 : 252면,,광진구 자양동 435-0 
2023-04-11,15:00:00,뚝섬3주차장[수영장 앞],전체주차면 : 112면 | 주차가능면 : 77면,,광진구 자양동 112-0
2023-04-11,15:00:00,뚝섬4주차장[청담대교 하부],전체주차면 : 136면 | 주차가능면 : 51면,광진구 강변북로 2202,광진구 자양동 97-5
2023-04-11,15:00:00,래미안프리미어팰리스 주차장,전체주차면 : 129면 | 주차가능면 : 129면,광진구 아차산로 345,광진구 자양동 859-0 
2023-04-11,15:00:00,로데오프라자 주차장,전체주차면 : 15면 기본정보,광진구 동일로20길 106,광진구 자양동 5-13
2023-04-11,15:00:00,롯데백화점 건대시티점 주차장,전체주차면 : 1452면 기본정보,광진구 능동로 90,광진구 자양동 227-342 
2023-04-11,15:00:00,명성 주차장,전체주차면 : 20면 기본정보,광진구 동일로 86,광진구 자양동 24-19 
2023-04-11,15:00:00,목림빌딩 주차장,전체주차면 : 54면 기본정보,광진구 구의강변로 30,광진구 구의동 599-0
2023-04-11,15:00:00,보건복지행정타운,전체주차면 : 391면 | 주차가능면 : 0면,광진구 능동로 400,광진구 중곡동 30-80 
2023-04-11,15:00:00,삼영빌딩 주차장,전체주차면 : 19면 기본정보,광진구 아차산로 219,광진구 화양동 48-14
2023-04-11,15:00:00,삼정주차장(민영),전체주차면 : 13면 기본정보,광진구 뚝섬로44길 24,광진구 자양동 601-21
2023-04-11,15:00:00,서울자양초등학교,전체주차면 : 48면 기본정보,광진구 아차산로44길 26,광진구 자양동 222-6 
2023-04-11,15:00:00,서원주차장(민영),전체주차면 : 52면 기본정보,광진구 아차산로 360,광진구 자양동 219-5
2023-04-11,15:00:00,선덕빌딩 주차장,전체주차면 : 25면 기본정보,광진구 뚝섬로 503,광진구 자양동 553-15
2023-04-11,15:00:00,선두주차장(민영),전체주차면 : 9면 기본정보,,광진구 자양동 216-15
2023-04-11,15:00:00,성원주차장(민영),전체주차면 : 30면 기본정보,,광진구 중곡동 341-27
2023-04-11,15:00:00,성진강변스파랜드,전체주차면 : 139면 | 주차가능면 : 7면,광진구 구의강변로 45,광진구 구의동 593-15 
2023-04-11,15:00:00,송림 기사식당길 공영주차장(구),전체주차면 : 45면 기본정보,광진구 아차산로 306,광진구 자양동 227-1
2023-04-11,15:00:00,송림 기사식당길 공영주차장(구),전체주차면 : 39면 기본정보,광진구 아차산로 312,광진구 자양동 794-0
2023-04-11,15:00:00,송림기사식당길(B) 공영주차장(구),전체주차면 : 8면 기본정보,광진구 자양번영로 26,광진구 자양동 581-3
2023-04-11,15:00:00,송림기사식당길(B) 공영주차장(구),전체주차면 : 9면 기본정보,광진구 자양번영로 26,광진구 자양동 601-5
2023-04-11,15:00:00,스테이더디자이너스군자오피스텔 주차장,전체주차면 : 100면 | 주차가능면 : 24면,광진구 천호대로 538,광진구 군자동 473-21 
2023-04-11,15:00:00,신라빌딩,전체주차면 : 20면 기본정보,광진구 아차산로 361,광진구 자양동 779-6
2023-04-11,15:00:00,신성시장길공영노상주차장(구),전체주차면 : 9면 기본정보,광진구 영화사로 23-1,광진구 중곡동 83-23
2023-04-11,15:00:00,신성시장길공영노상주차장(구),전체주차면 : 26면 기본정보,광진구 영화사로 33,광진구 중곡동 88-21
2023-04-11,15:00:00,신성시장길노상공영주차장(구),전체주차면 : 4면 기본정보,광진구 영화사로 67,광진구 구의동 558-11
2023-04-11,15:00:00,실로암사우나 중곡점 주차장,전체주차면 : 65면 | 주차가능면 : 15면,광진구 용마산로 171,광진구 중곡동 169-80 
2023-04-11,15:00:00,어린이대공원(구의문),전체주차면 : 315면 기본정보,,광진구 능동 18-14 
2023-04-11,15:00:00,어린이대공원(상상나라),전체주차면 : 391면 기본정보,광진구 능동로 238,광진구 능동 436-10 
2023-04-11,15:00:00,어린이대공원(후문),전체주차면 : 252면 기본정보,광진구 능동로 216,광진구 능동 270-12 
2023-04-11,15:00:00,연한빌딩,전체주차면 : 47면 | 주차가능면 : 17면,광진구 아차산로 241,광진구 화양동 6-2
2023-04-11,15:00:00,영동유료주차장(민영),전체주차면 : 25면 기본정보,광진구 동일로4길 1,광진구 자양동 235-3
2023-04-11,15:00:00,와이엠프라젠스파,전체주차면 : 201면 | 주차가능면 : 185면,광진구 자양로5길 33,광진구 자양동 663-21 
2023-04-11,15:00:00,웅진 주차장,전체주차면 : 12면 기본정보,광진구 동일로22길 101,광진구 화양동 8-27 
2023-04-11,15:00:00,웨이드스포츠학원 주차장(민영),전체주차면 : 8면 기본정보,,광진구 자양동 613-30
2023-04-11,15:00:00,이삭주차장(민영),전체주차면 : 19면 기본정보,,광진구 자양동 5-4
2023-04-11,15:00:00,일승 주차장(민영),전체주차면 : 40면 기본정보,광진구 아차산로 230,광진구 자양동 7-6
2023-04-11,15:00:00,자양4동 공영주차장(구),전체주차면 : 83면 | 주차가능면 : 7면,,광진구 자양동 5-5
2023-04-11,15:00:00,자양유수지 공영주차장(구),전체주차면 : 281면 | 주차가능면 : 46면,광진구 뚝섬로52길 74,광진구 자양동 594-0
2023-04-11,15:00:00,자양전통시장 공영주차장(구),전체주차면 : 24면 기본정보,광진구 자양로13길 59,광진구 자양동 631-18
2023-04-11,15:00:00,자양주차장(민영),전체주차면 : 29면 기본정보,광진구 아차산로46길 13,광진구 자양동 218-13
2023-04-11,15:00:00,자양한강도서관,전체주차면 : 28면 기본정보,광진구 뚝섬로52길 58,광진구 자양동 594-0 
2023-04-11,15:00:00,재성빌딩 주차장,전체주차면 : 40면 기본정보,광진구 아차산로 192,광진구 자양동 17-5 
2023-04-11,15:00:00,재영주차장(민영),전체주차면 : 15면 기본정보,,광진구 화양동 111-62
2023-04-11,15:00:00,제일빌딩 주차장,전체주차면 : 20면 기본정보,광진구 아차산로 390,광진구 자양동 216-2
2023-04-11,15:00:00,중곡3동 마을공원 주차장(구),전체주차면 : 162면 | 주차가능면 : 42면,광진구 용마산로33길 25,광진구 중곡동 195-1
2023-04-11,15:00:00,중곡문화체육센터,전체주차면 : 58면 기본정보,광진구 능동로 433,광진구 중곡동 168-8 
2023-04-11,15:00:00,중곡복개천 공영주차장(B)(구),전체주차면 : 35면 기본정보,,광진구 중곡동 277-20
2023-04-11,15:00:00,중곡복개천 공영주차장(구),전체주차면 : 41면 기본정보,,광진구 중곡동 150-196
2023-04-11,15:00:00,중곡시장주차장(구),전체주차면 : 19면 기본정보,광진구 긴고랑로11길 18-6,광진구 중곡동 221-6
2023-04-11,15:00:00,중마주차장(민영),전체주차면 : 20면 기본정보,,광진구 중곡동 235-5
2023-04-11,15:00:00,청화유료주차장,전체주차면 : 102면 기본정보,광진구 아차산로 191,광진구 화양동 49-9 
2023-04-11,15:00:00,청화주차장(민영),전체주차면 : 20면 기본정보,,광진구 화양동 49-21
2023-04-11,15:00:00,커먼그라운드 주차장,전체주차면 : 20면 기본정보,광진구 아차산로 200,광진구 자양동 17-1 
2023-04-11,15:00:00,터미널유료주차장(민영),전체주차면 : 38면 기본정보,,광진구 구의동 546-10
2023-04-11,15:00:00,파크 주차장(민영),전체주차면 : 22면 기본정보,광진구 긴고랑로8길 90,광진구 중곡동 626-11
2023-04-11,15:00:00,편안한요양병원[광진자양점],전체주차면 : 65면 | 주차가능면 : 29면,광진구 자양로 38,광진구 자양동 685-0 
2023-04-11,15:00:00,학산코스모스텔,전체주차면 : 61면 기본정보,광진구 아차산로78길 72,광진구 광장동 110-0 
2023-04-11,15:00:00,한림타워 주차장,전체주차면 : 215면 기본정보,광진구 아차산로 229,광진구 화양동 7-3 
2023-04-11,15:00:00,한승빌딩 주차장,전체주차면 : 31면 기본정보,광진구 아차산로 378,광진구 자양동 216-10
2023-04-11,15:00:00,행복(민영),전체주차면 : 16면 기본정보,광진구 천호대로 620-1,광진구 능동 247-3
2023-04-11,15:00:00,현대주차장(민영),전체주차면 : 18면 기본정보,광진구 능동로44길 90,광진구 자양동 680-29
2023-04-11,15:00:00,화양동 공영(구),전체주차면 : 44면 기본정보,광진구 군자로 22,광진구 화양동 63-2
2023-04-11,18:30:00,AJ파크 커먼그라운드 주차장,전체주차면 : 27면 기본정보,,광진구 자양동 17-9 
2023-04-11,18:30:00,강변 테크노마트,전체주차면 : 2184면 기본정보,광진구 광나루로56길 85,광진구 구의동 546-4 
2023-04-11,18:30:00,건국대학교 동문회관 주차장,전체주차면 : 51면 기본정보,광진구 아차산로36길 5,광진구 자양동 227-336
2023-04-11,18:30:00,건국대학교병원 주차장,전체주차면 : 659면 | 주차가능면 : 370면,광진구 능동로 120-1,광진구 화양동 4-12 
2023-04-11,18:30:00,건국대학교사범대학부속중학교 주차장,전체주차면 : 100면 | 주차가능면 : 10면,광진구 능동로 120,광진구 화양동 528-0 
2023-04-11,18:30:00,경동 주차장(민영),전체주차면 : 140면 기본정보,광진구 면목로 126,광진구 중곡동 230-12
2023-04-11,18:30:00,공유) 광장동 IoT 공유주차장(구),전체주차면 : 39면 | 주차가능면 : 36면,광진구 아차산로 635,광진구 광장동 145-8 
2023-04-11,18:30:00,공유) 능동 IoT 공유주차장(구),전체주차면 : 11면 | 주차가능면 : 10면,광진구 능동로24길 13,광진구 능동 315-12 
2023-04-11,18:30:00,공유) 능동로24길 IoT 공유주차장(구),전체주차면 : 17면 기본정보,광진구 능동로24길 29,광진구 능동 18-60
2023-04-11,18:30:00,광성빌딩 주차장,전체주차면 : 43면 기본정보,광진구 뚝섬로 742,광진구 구의동 596-5
2023-04-11,18:30:00,광진광장 공영주차장(구),전체주차면 : 33면 기본정보,광진구 광나루로 389,광진구 군자동 374-9
2023-04-11,18:30:00,광진구민체육센타 및 광진청소년수련관,전체주차면 : 88면 기본정보,광진구 구천면로 14,광진구 광장동 313-3 
2023-04-11,18:30:00,광진구청,전체주차면 : 60면 기본정보,광진구 자양로 117,광진구 자양동 777-0 
2023-04-11,18:30:00,광진문화예술회관 및 구의회청사 주차장,전체주차면 : 140면 기본정보,광진구 능동로 76,광진구 자양동 227-344 
2023-04-11,18:30:00,광진유료주차장(민영),전체주차면 : 35면 기본정보,광진구 아차산로 411,광진구 구의동 243-4
2023-04-11,18:30:00,광진초등학교,전체주차면 : 53면 기본정보,광진구 자양로40길 41,광진구 구의동 60-44 
2023-04-11,18:30:00,구의1동 공영주차장(구),전체주차면 : 172면 기본정보,광진구 자양로18길 78,광진구 구의동 243-78
2023-04-11,18:30:00,구의2동 주택가 공영주차장(구),전체주차면 : 90면 기본정보,,광진구 구의동 30-10
2023-04-11,18:30:00,구의3동 공영주차장(구),전체주차면 : 159면 기본정보,광진구 광나루로52길 83,광진구 구의동 219-15
2023-04-11,18:30:00,구의웰츠타워 주차장,전체주차면 : 274면 기본정보,광진구 자양로 116,광진구 구의동 252-16
2023-04-11,18:30:00,구의주차장(민영),전체주차면 : 34면 기본정보,광진구 자양로 120,광진구 구의동 252-109
2023-04-11,18:30:00,국립정신건강센터,전체주차면 : 481면 기본정보,광진구 능동로 398,광진구 중곡동 30-1 
2023-04-11,18:30:00,그랜드파크 오피스텔,전체주차면 : 74면 기본정보,광진구 천호대로 666,광진구 구의동 76-1 
2023-04-11,18:30:00,글로벌시티오피스텔 주차장,전체주차면 : 45면 기본정보,광진구 아차산로 205,광진구 화양동 49-12
2023-04-11,18:30:00,능동공영주차장(구),전체주차면 : 77면 기본정보,광진구 천호대로112길 56,광진구 능동 205-0
2023-04-11,18:30:00,대승주차장011-259-7583(민영),전체주차면 : 60면 기본정보,광진구 자양로2길 2,광진구 자양동 690-33
2023-04-11,18:30:00,도광빌딩 주차장,전체주차면 : 45면 기본정보,광진구 자양로 95,광진구 자양동 219-2
2023-04-11,18:30:00,동서울 노외주차장(구),전체주차면 : 25면 기본정보,,광진구 구의동 598-1
2023-04-11,18:30:00,동서울 호텔길(B) 공영주차장(구),전체주차면 : 27면 기본정보,,광진구 구의동 599-4 
2023-04-11,18:30:00,동서울호텔길 노상공영주차장(구),전체주차면 : 26면 기본정보,광진구 뚝섬로43길 14,광진구 자양동 609-1
2023-04-11,18:30:00,동원주차장(민영),전체주차면 : 40면 기본정보,,광진구 군자동 61-0
2023-04-11,18:30:00,동일민영주차장(민영),전체주차면 : 21면 기본정보,,광진구 군자동 362-1
2023-04-11,18:30:00,뚝섬1주차장[윈드서핑장 앞],전체주차면 : 67면 | 주차가능면 : 33면,,광진구 자양동 409-0 
2023-04-11,18:30:00,뚝섬2주차장[안내센터 앞],전체주차면 : 356면 | 주차가능면 : 266면,,광진구 자양동 435-0 
2023-04-11,18:30:00,뚝섬3주차장[수영장 앞],전체주차면 : 112면 | 주차가능면 : 82면,,광진구 자양동 112-0
2023-04-11,18:30:00,뚝섬4주차장[청담대교 하부],전체주차면 : 136면 | 주차가능면 : 72면,광진구 강변북로 2202,광진구 자양동 97-5
2023-04-11,18:30:00,래미안프리미어팰리스 주차장,전체주차면 : 129면 | 주차가능면 : 129면,광진구 아차산로 345,광진구 자양동 859-0 
2023-04-11,18:30:00,로데오프라자 주차장,전체주차면 : 15면 기본정보,광진구 동일로20길 106,광진구 자양동 5-13
2023-04-11,18:30:00,롯데백화점 건대시티점 주차장,전체주차면 : 1452면 기본정보,광진구 능동로 90,광진구 자양동 227-342 
2023-04-11,18:30:00,명성 주차장,전체주차면 : 20면 기본정보,광진구 동일로 86,광진구 자양동 24-19 
2023-04-11,18:30:00,목림빌딩 주차장,전체주차면 : 54면 기본정보,광진구 구의강변로 30,광진구 구의동 599-0
2023-04-11,18:30:00,보건복지행정타운,전체주차면 : 391면 | 주차가능면 : 0면,광진구 능동로 400,광진구 중곡동 30-80 
2023-04-11,18:30:00,삼영빌딩 주차장,전체주차면 : 19면 기본정보,광진구 아차산로 219,광진구 화양동 48-14
2023-04-11,18:30:00,삼정주차장(민영),전체주차면 : 13면 기본정보,광진구 뚝섬로44길 24,광진구 자양동 601-21
2023-04-11,18:30:00,서울자양초등학교,전체주차면 : 48면 기본정보,광진구 아차산로44길 26,광진구 자양동 222-6 
2023-04-11,18:30:00,서원주차장(민영),전체주차면 : 52면 기본정보,광진구 아차산로 360,광진구 자양동 219-5
2023-04-11,18:30:00,선덕빌딩 주차장,전체주차면 : 25면 기본정보,광진구 뚝섬로 503,광진구 자양동 553-15
2023-04-11,18:30:00,선두주차장(민영),전체주차면 : 9면 기본정보,,광진구 자양동 216-15
2023-04-11,18:30:00,성원주차장(민영),전체주차면 : 30면 기본정보,,광진구 중곡동 341-27
2023-04-11,18:30:00,성진강변스파랜드,전체주차면 : 139면 | 주차가능면 : 7면,광진구 구의강변로 45,광진구 구의동 593-15 
2023-04-11,18:30:00,송림 기사식당길 공영주차장(구),전체주차면 : 45면 기본정보,광진구 아차산로 306,광진구 자양동 227-1
2023-04-11,18:30:00,송림 기사식당길 공영주차장(구),전체주차면 : 39면 기본정보,광진구 아차산로 312,광진구 자양동 794-0
2023-04-11,18:30:00,송림기사식당길(B) 공영주차장(구),전체주차면 : 8면 기본정보,광진구 자양번영로 26,광진구 자양동 581-3
2023-04-11,18:30:00,송림기사식당길(B) 공영주차장(구),전체주차면 : 9면 기본정보,광진구 자양번영로 26,광진구 자양동 601-5
2023-04-11,18:30:00,스테이더디자이너스군자오피스텔 주차장,전체주차면 : 100면 | 주차가능면 : 24면,광진구 천호대로 538,광진구 군자동 473-21 
2023-04-11,18:30:00,신라빌딩,전체주차면 : 20면 기본정보,광진구 아차산로 361,광진구 자양동 779-6
2023-04-11,18:30:00,신성시장길공영노상주차장(구),전체주차면 : 9면 기본정보,광진구 영화사로 23-1,광진구 중곡동 83-23
2023-04-11,18:30:00,신성시장길공영노상주차장(구),전체주차면 : 26면 기본정보,광진구 영화사로 33,광진구 중곡동 88-21
2023-04-11,18:30:00,신성시장길노상공영주차장(구),전체주차면 : 4면 기본정보,광진구 영화사로 67,광진구 구의동 558-11
2023-04-11,18:30:00,실로암사우나 중곡점 주차장,전체주차면 : 65면 | 주차가능면 : 17면,광진구 용마산로 171,광진구 중곡동 169-80 
2023-04-11,18:30:00,어린이대공원(구의문),전체주차면 : 315면 기본정보,,광진구 능동 18-14 
2023-04-11,18:30:00,어린이대공원(상상나라),전체주차면 : 391면 기본정보,광진구 능동로 238,광진구 능동 436-10 
2023-04-11,18:30:00,어린이대공원(후문),전체주차면 : 252면 기본정보,광진구 능동로 216,광진구 능동 270-12 
2023-04-11,18:30:00,연한빌딩,전체주차면 : 47면 | 주차가능면 : 28면,광진구 아차산로 241,광진구 화양동 6-2
2023-04-11,18:30:00,영동유료주차장(민영),전체주차면 : 25면 기본정보,광진구 동일로4길 1,광진구 자양동 235-3
2023-04-11,18:30:00,와이엠프라젠스파,전체주차면 : 201면 | 주차가능면 : 179면,광진구 자양로5길 33,광진구 자양동 663-21 
2023-04-11,18:30:00,웅진 주차장,전체주차면 : 12면 기본정보,광진구 동일로22길 101,광진구 화양동 8-27 
2023-04-11,18:30:00,웨이드스포츠학원 주차장(민영),전체주차면 : 8면 기본정보,,광진구 자양동 613-30
2023-04-11,18:30:00,이삭주차장(민영),전체주차면 : 19면 기본정보,,광진구 자양동 5-4
2023-04-11,18:30:00,일승 주차장(민영),전체주차면 : 40면 기본정보,광진구 아차산로 230,광진구 자양동 7-6
2023-04-11,18:30:00,자양4동 공영주차장(구),전체주차면 : 83면 | 주차가능면 : 0면,,광진구 자양동 5-5
2023-04-11,18:30:00,자양유수지 공영주차장(구),전체주차면 : 281면 | 주차가능면 : 31면,광진구 뚝섬로52길 74,광진구 자양동 594-0
2023-04-11,18:30:00,자양전통시장 공영주차장(구),전체주차면 : 24면 기본정보,광진구 자양로13길 59,광진구 자양동 631-18
2023-04-11,18:30:00,자양주차장(민영),전체주차면 : 29면 기본정보,광진구 아차산로46길 13,광진구 자양동 218-13
2023-04-11,18:30:00,자양한강도서관,전체주차면 : 28면 기본정보,광진구 뚝섬로52길 58,광진구 자양동 594-0 
2023-04-11,18:30:00,재성빌딩 주차장,전체주차면 : 40면 기본정보,광진구 아차산로 192,광진구 자양동 17-5 
2023-04-11,18:30:00,재영주차장(민영),전체주차면 : 15면 기본정보,,광진구 화양동 111-62
2023-04-11,18:30:00,제일빌딩 주차장,전체주차면 : 20면 기본정보,광진구 아차산로 390,광진구 자양동 216-2
2023-04-11,18:30:00,중곡3동 마을공원 주차장(구),전체주차면 : 162면 | 주차가능면 : 31면,광진구 용마산로33길 25,광진구 중곡동 195-1
2023-04-11,18:30:00,중곡문화체육센터,전체주차면 : 58면 기본정보,광진구 능동로 433,광진구 중곡동 168-8 
2023-04-11,18:30:00,중곡복개천 공영주차장(B)(구),전체주차면 : 35면 기본정보,,광진구 중곡동 277-20
2023-04-11,18:30:00,중곡복개천 공영주차장(구),전체주차면 : 41면 기본정보,,광진구 중곡동 150-196
2023-04-11,18:30:00,중곡시장주차장(구),전체주차면 : 19면 기본정보,광진구 긴고랑로11길 18-6,광진구 중곡동 221-6
2023-04-11,18:30:00,중마주차장(민영),전체주차면 : 20면 기본정보,,광진구 중곡동 235-5
2023-04-11,18:30:00,청화유료주차장,전체주차면 : 102면 기본정보,광진구 아차산로 191,광진구 화양동 49-9 
2023-04-11,18:30:00,청화주차장(민영),전체주차면 : 20면 기본정보,,광진구 화양동 49-21
2023-04-11,18:30:00,커먼그라운드 주차장,전체주차면 : 20면 기본정보,광진구 아차산로 200,광진구 자양동 17-1 
2023-04-11,18:30:00,터미널유료주차장(민영),전체주차면 : 38면 기본정보,,광진구 구의동 546-10
2023-04-11,18:30:00,파크 주차장(민영),전체주차면 : 22면 기본정보,광진구 긴고랑로8길 90,광진구 중곡동 626-11
2023-04-11,18:30:00,편안한요양병원[광진자양점],전체주차면 : 65면 | 주차가능면 : 36면,광진구 자양로 38,광진구 자양동 685-0 
2023-04-11,18:30:00,학산코스모스텔,전체주차면 : 61면 기본정보,광진구 아차산로78길 72,광진구 광장동 110-0 
2023-04-11,18:30:00,한림타워 주차장,전체주차면 : 215면 기본정보,광진구 아차산로 229,광진구 화양동 7-3 
